patient_id,ho_ten,cccd,ngay_sinh,so_dien_thoai,email,dia_chi,benh,ket_qua_xet_nghiem,bac_si_phu_trach,ngay_kham
2c3d17e2-6d39-4a75-aee7-0ab261fa8e7a,Lâm Bùi,799044159081,12/06/1973,0883658927,hbui@example.com,"00 Jane Hẻm, JohnQuận, 833343",Tiểu đường,5.92,Quý ông Minh Mai,04/01/2026
b69f75c5-c82b-41be-a1eb-64e6fd498e20,Khoa Mai Hoàng,497636816433,26/09/2003,0500548210,kbui@example.com,"842 Jane Ngõ, JanePhường, 288543",Huyết áp cao,7.05,Quý cô Hồng Bùi,12/02/2026
cc21cbdb-fb8f-48c4-98b4-8ead93608edf,Hạnh Mai Bảo Đặng,971432575733,22/07/1967,0866644548,imai@example.net,"07 Hoàng Đường, JaneQuận, 847725",Khỏe mạnh,9.38,Bảo Văn Trần,03/04/2026
9d37efb6-eafb-4e90-94ec-84ce002ccb25,Ánh Trần,748425775572,26/05/1979,0856580872,gtran@example.net,"95 Jane Khu, Huyện JaneHuyện, 837600",Tim mạch,9.06,Phúc Tấn Vũ,07/05/2026
f7ff88d4-b509-408a-ac98-8bca51397c06,Lan Phạm,784554152906,12/02/1977,0933558141,janetran@example.net,"88 Bùi Số, JaneThành phố, 765254",Huyết áp cao,7.65,Lâm Mai Lê,04/03/2026
f68c62e6-e2a4-4909-a2dd-22d52afaab7b,Hải Bảo Nguyễn,300540127001,23/02/1996,0908391992,dbui@example.org,"553 John Dãy, JohnThành phố, 621729",Huyết áp cao,4.53,Thảo Mai,04/04/2026
a6a5f0ff-93fb-41d0-9d32-6d9cc9ea356a,Dũng Hải Bùi,658106675163,27/11/1939,0926255980,john81@example.net,"13 Phạm Làng, Huyện JaneQuận, 733665",Huyết áp cao,4.7,Dũng Dương,09/02/2026
b27b7bb4-68c6-40b2-b0a2-cee8f9722cc1,Hải Lê,379204946233,09/09/1967,0533976810,john21@example.org,"976 Lê Ngõ, Quận JaneXã, 622232",Tiểu đường,7.49,Xuân Hoàng,16/01/2026
4ef03f80-1d91-4e39-9801-4004793bed1b,Quý cô Thảo Vũ,925236053393,06/10/1947,0971975776,jane88@example.org,"00 Jane Hẻm, JohnPhường, 256768",Huyết áp cao,9.68,Nhiên Nguyễn,14/02/2026
6319629b-d73e-4bb9-8f9c-a17b8db8dadf,Hà Bảo Bùi,215271255998,06/06/1967,0978749153,janebui@example.net,"0 Bùi Dãy, Huyện JaneHuyện, 475815",Tim mạch,6.07,Cô Lâm Lê,26/03/2026
a091e5b4-d293-4e6e-bf4d-093033b0fb53,Cô An Trần,594021647769,16/03/1947,0964917315,gpham@example.org,"7 Lê Đường, JaneThị xã, 310878",Huyết áp cao,10.45,Bà Chi Vũ,20/01/2026
891f4683-de12-4bf1-893d-6196c926a021,Anh Thành Đặng,410885342169,12/06/2001,0967504064,ttran@example.net,"433 John Dãy, JohnThành phố, 264215",Tiểu đường,4.77,Hương Dương,06/04/2026
1924c644-af52-4666-b239-09f4dbb54645,Chị Hồng Lê,772966657098,11/01/1979,0984104987,johnmai@example.com,"1 Đặng Số, JaneThành phố, 973325",Tiểu đường,7.36,Dũng Mai,08/02/2026
08775804-3fde-4814-8ec0-ad4bd6441a9d,Lan Trần,045392961231,24/08/1972,0345756997,pvu@example.org,"55 Hoàng Số, Thành phố JohnThành phố, 603738",Tim mạch,11.1,Yến Vũ,06/01/2026
da9408c0-29b4-4cb1-8cb5-ee5c62f5f7c2,Chị Xuân Hoàng,640831467588,30/06/1963,0562953865,jane83@example.net,"20 Mai Hẻm, Thành phố JaneThị xã, 749344",Huyết áp cao,9.46,Bác Trọng Bùi,01/04/2026
d30608be-8548-467b-ad5c-ba244d59616b,Thành Hữu Đặng,664798730375,22/12/2004,0746718377,vujane@example.com,"920 Jane Làng, Thành phố JohnQuận, 638863",Tim mạch,11.53,Lâm Nguyễn,05/01/2026
4bacbedf-ff5a-429e-bf53-d344a7c854e4,Kim Đức Mai,616830771509,15/03/1988,0840509330,buijohn@example.org,"76 Jane Làng, Huyện JaneThành phố, 714598",Tiểu đường,5.74,Hoàng Xuân Trần,05/02/2026
55ec024a-e64b-4b37-ae01-a122f269921c,Chị Thành Dương,936411700146,02/10/1965,0528765454,johnle@example.org,"983 Bùi Tổ, Quận JohnQuận, 874824",Tiểu đường,8.01,Kim Vũ,21/03/2026
e8184f34-e491-4f7d-91c4-6efcfcb896bb,Vân Vũ,817541441925,11/05/1946,0572914244,bpham@example.net,"JohnXã, 080 Jane Tổ, 154951",Tim mạch,8.97,Bà Mai Phạm,01/01/2026
bb0c7919-330c-4ff5-88a5-fa0d09a85dc5,Nhật Mai,105977707322,18/04/1961,0326658914,jane87@example.net,"62 Lê Đường, Thị xã JohnPhường, 925164",Khỏe mạnh,8.48,Nhiên Lê,08/03/2026
5bf7dda1-7d7c-49a5-a6c1-1650ff02f5b0,Phương Dương,044018477602,17/12/1937,0503441326,tranjohn@example.com,"635 Đặng Khu, Quận JanePhường, 613332",Huyết áp cao,7.99,Quý ông Huy Mai,15/03/2026
797209c0-40b3-44f8-8c1a-b2c71fa3ed1f,Cô Mai Trần,214684873448,04/05/1976,0323323733,janebui@example.org,"81 Jane Đường, Quận JaneThành phố, 694272",Tim mạch,8.59,Quý cô Thành Nguyễn,11/03/2026
290e3e89-4b9c-42f4-a8e5-c8cdb4146e4a,Quý cô Vân Đặng,416891660038,17/08/1963,0567969477,janele@example.org,"446 Dương Dãy, Thành phố JaneHuyện, 861102",Tim mạch,5.63,Hương Phạm,20/01/2026
0a190939-dfc7-4b26-acb9-41fcd02c75f9,Quý cô Xuân Phạm,586479135700,03/05/1993,0927432797,john64@example.net,"26 Jane Đường, JaneQuận, 169332",Huyết áp cao,4.67,Cô Kim Trần,03/04/2026
e2d903c8-a61a-4d8e-abf7-240fccc62fed,Lâm Đức Mai,357470252727,19/01/1957,0586881655,vujane@example.net,"59 Dương Hẻm, Thành phố JohnPhường, 355740",Khỏe mạnh,10.25,Bảo Lê,08/05/2026
de4b061e-b45e-4463-832a-09e05071e5f0,Chị Hải Trần,935399914854,27/04/1948,0771593799,jane77@example.org,"3 Jane Làng, JaneXã, 977352",Huyết áp cao,6.22,Tú Bùi,24/02/2026
8ced4707-3903-4b65-81c6-1eeb0ce3c8c8,Quý cô Bảo Lê,274471451045,03/11/1997,0384683900,choang@example.org,"9 Bùi Làng, Huyện JaneHuyện, 100340",Huyết áp cao,6.66,Quý cô Linh Trần,28/04/2026
4dfa21be-a335-42c8-9e7b-1e95f692641a,Huy Văn Trần,574615470041,30/09/1942,0537279163,hoangjane@example.org,"2 Lê Số, Thành phố JaneThị xã, 258685",Huyết áp cao,6.1,Lâm Bảo Bùi,14/03/2026
e599bd3c-0bb8-4d38-9b37-ef19b3bc912f,Trọng Trí Lê,296457393888,01/12/1949,0827779700,jane52@example.org,"367 John Khu, Thị xã JaneThị xã, 687050",Khỏe mạnh,8.45,Quý cô Lan Lê,10/01/2026
d6bca712-6ecc-4931-af70-5d018da03d88,Bảo Mai Mai,400334587250,30/10/1952,0960969337,qmai@example.net,"082 Mai Số, Huyện JohnPhường, 908921",Huyết áp cao,9.94,Hạnh Mai,02/03/2026
8db78572-ef7d-4821-bca0-258eb63d65d5,Trọng Mai,777857084983,27/11/1974,0567677546,qpham@example.com,"7 Lê Dãy, JohnThành phố, 739718",Huyết áp cao,6.53,Tùng Đặng,05/01/2026
ab95c72f-0d95-4af5-a534-21bc6180b78a,Anh Tùng Mai,583734807621,06/04/1957,0743694028,duongjane@example.com,"18 Lê Hẻm, Huyện JohnPhường, 802013",Huyết áp cao,8.69,Hà Mai,17/03/2026
f9cf8499-c9c1-4d45-b4ea-6b976aa415b5,Nhật Lê,252405769311,26/07/1969,0857089549,john15@example.net,"340 Jane Tổ, JohnHuyện, 156222",Huyết áp cao,6.98,Bà Mai Nguyễn,24/01/2026
4773e66a-6db2-4020-8a67-01436090103c,Khoa Văn Vũ,979263788697,24/01/1970,0305142361,nguyenjane@example.net,"363 Hoàng Số, JanePhường, 558516",Khỏe mạnh,5.43,Dũng Trần,22/03/2026
1789be63-6746-4743-897b-303d8b074d1a,Nam Lê,482414943783,01/06/1980,0834977872,janedang@example.net,"391 Hoàng Số, JaneQuận, 556050",Huyết áp cao,4.3,Hồng Đặng,14/03/2026
7210045a-823c-4ef9-8d85-65ce83a9c235,Anh Huy Đặng,726108560070,14/12/1978,0547464327,dangjane@example.com,"510 Phạm Đường, JohnThành phố, 716446",Huyết áp cao,5.67,Bảo Tấn Lê,11/01/2026
8ede9b46-407d-4aff-8b51-a9112d90e4ee,Cô Thảo Hoàng,037837596554,24/07/1970,0834205455,janepham@example.net,"64 Mai Hẻm, Thành phố JohnHuyện, 214261",Tim mạch,10.51,Quý cô Linh Hoàng,24/02/2026
61a451ff-700b-4b43-ad3b-9d13c3e90323,Bà Khoa Nguyễn,095512301888,19/08/1956,0845462736,john48@example.net,"JohnXã, 7 Jane Ngõ, 382807",Huyết áp cao,11.74,Hồng Bùi,28/01/2026
9dec2b83-3885-4f7e-af1a-25a829344e15,Cô Khoa Vũ,721892950495,16/01/1960,0925279966,jane34@example.org,"427 John Dãy, JohnPhường, 570891",Tim mạch,9.05,Hoàng Xuân Lê,14/01/2026
7c6166df-515a-4b43-b189-1f48e66e2c11,Anh Minh Nguyễn,952036382393,06/02/1956,0878252803,janevu@example.net,"25 Đặng Dãy, Huyện JaneHuyện, 713002",Huyết áp cao,7.5,Cô Ngọc Bùi,22/01/2026
14fc3a5d-9b4b-4377-a542-deb92cff45f8,Bà Hương Bùi,594769448244,03/02/1962,0573971201,vujohn@example.com,"32 Jane Tổ, Huyện JaneThị xã, 347213",Tiểu đường,6.74,Anh Khoa Lê,08/04/2026
5d264b1b-6593-4659-972e-8c6882aa5c46,Thảo Phạm,205787425599,06/12/1957,0596322421,johntran@example.org,"159 Jane Số, JohnXã, 267041",Khỏe mạnh,7.95,Khoa Phú Đặng,11/04/2026
635a11f2-5c7a-483d-8a9d-2704e860bcb1,Tú Hoàng Mai,087822392848,19/06/1979,0820169037,janemai@example.org,"077 Phạm Dãy, JaneThị xã, 410681",Tim mạch,4.08,Phúc Bảo Phạm,27/03/2026
83b8fa05-13bc-4dc6-bae0-acdb2a6524af,Hoàng Thế Hoàng,829361744619,18/10/1960,0522522889,janele@example.net,"4 Trần Làng, JaneXã, 289102",Tiểu đường,5.08,Vi Hoàng,26/04/2026
833c8f55-a129-4fa2-a27d-4660293fc266,Lan Lê,126529024756,07/05/1955,0577588297,duongjane@example.org,"33 Dương Ngõ, Huyện JaneThị xã, 745152",Tiểu đường,7.74,Chi Phạm,24/04/2026
9f8acdeb-2e8f-45a8-847a-3b7ed209383b,Nhật Bảo Dương,427888054698,28/01/1997,0874860963,vnguyen@example.org,"6 John Ngõ, Thị xã JohnPhường, 785549",Tiểu đường,7.71,Bà Yến Mai,09/05/2026
8a0ea57a-9a7d-409d-a6e8-790b215d3b1f,Hà Phú Hoàng,185914230699,29/05/2006,0372028311,johnnguyen@example.com,"619 Đặng Dãy, Thành phố JohnXã, 829593",Khỏe mạnh,10.01,Ông Dũng Nguyễn,21/03/2026
b58ac738-0166-4221-b063-ae7f41ff81d1,Hưng Vũ,399906225792,25/05/1951,0921768621,jane58@example.net,"86 Jane Dãy, JohnXã, 345281",Khỏe mạnh,9.75,Bà Yến Nguyễn,22/03/2026
7b8301cf-8ebc-4d7e-88a6-5b858d56bff6,Quang Hoàng,485948126350,13/03/2001,0352365462,janemai@example.net,"2 John Làng, Huyện JanePhường, 213766",Tim mạch,8.18,Chị Yến Phạm,04/05/2026
d2c0dec2-1751-44d7-8deb-2696015aba1d,Kim Mai Bảo Vũ,345827701627,10/05/1947,0365056766,john25@example.com,"75 John Tổ, JaneQuận, 515042",Khỏe mạnh,7.58,Nhiên Thị Lê,27/04/2026
3b4ec9f5-b2cd-4a0a-840c-5cb082b34384,Huy Hoàng,401993100984,26/05/1935,0350347386,lejane@example.com,"513 John Làng, JohnPhường, 658024",Khỏe mạnh,4.15,Bà Ngọc Nguyễn,07/02/2026
932d1648-6769-40f1-ae01-b9e0746b161a,Hà Vũ,742532058376,08/10/1990,0553952526,janeduong@example.net,"42 John Số, Quận JaneQuận, 584147",Tim mạch,10.03,Quý cô Hạnh Nguyễn,04/04/2026
61f6dfbe-114b-4c79-8200-79f51dc3c26e,Nhiên Thị Mai,319839274353,28/06/1991,0544429471,john05@example.com,"977 John Đường, JohnHuyện, 353817",Tiểu đường,3.57,Minh Mai Dương,15/02/2026
43f19b58-df6c-4d60-bdf7-6a69bc45144a,Bà Bảo Hoàng,637881494556,25/10/1983,0361826572,johnbui@example.org,"294 Jane Ngõ, JaneThành phố, 518486",Tim mạch,11.44,Dương Vũ,19/03/2026
20d4ba18-93a0-4478-800b-19de38db128d,Hà Bùi,828497214472,16/06/2000,0728528254,johnduong@example.com,"11 Jane Hẻm, Quận JohnThị xã, 870354",Huyết áp cao,11.21,Châu Bùi,17/04/2026
78aa16ea-44f7-401a-bcb5-26d7434a130e,Ông Tú Hoàng,560011661496,21/01/1993,0785889334,lejohn@example.net,"069 John Khu, Quận JohnThành phố, 414747",Tiểu đường,6.95,Cô Lâm Dương,02/04/2026
6be8c756-2d36-426c-827e-789cce40483b,Cô Lâm Dương,921500921905,30/04/1978,0940664139,duongjohn@example.org,"911 Mai Số, JohnThành phố, 484370",Khỏe mạnh,5.16,Bác Tú Mai,19/04/2026
41f9994a-cf5d-437f-ae8d-5daa8eb7c306,Chị Phương Phạm,077765140954,21/02/1983,0356918381,tranjohn@example.com,"84 Jane Đường, Thị xã JohnThành phố, 773671",Tiểu đường,4.6,Bảo Bảo Trần,16/01/2026
50405c43-3a6c-4da6-97f7-d71f2978cc73,Anh Thành Bùi,679557951492,07/03/1989,0523943870,oduong@example.net,"929 Jane Đường, JohnPhường, 485149",Tiểu đường,7.87,Quý cô Ngọc Trần,17/04/2026
65a29cc8-c55b-495d-86bf-d9c40dc78104,Ông Anh Mai,531096231744,28/06/1956,0803578881,qbui@example.net,"35 Đặng Số, Thị xã JaneThành phố, 236955",Tim mạch,11.67,Chị Hà Nguyễn,27/01/2026
8a0ec018-b297-49b2-b2cf-fcaef833ebfb,Bà Kim Vũ,557394303427,23/07/1994,0702785155,john68@example.com,"2 Mai Làng, Thị xã JohnThị xã, 971267",Tim mạch,10.32,Kim Đức Trần,28/02/2026
cc476b72-6e31-4234-8410-010802568389,Cô Yến Lê,025332675304,04/05/1936,0586252792,bduong@example.com,"02 Phạm Dãy, Thị xã JaneThị xã, 981911",Tiểu đường,8.75,Tùng Bùi,22/02/2026
1186da93-da7d-4c53-b020-cf0669b41194,Khoa Vũ,824121437008,01/05/1997,0866335716,maijohn@example.com,"665 Đặng Tổ, Huyện JohnQuận, 185463",Tim mạch,11.57,Ông Trọng Dương,30/01/2026
578799d9-3799-4376-be5b-3ac903c501fe,Quý ông Hưng Bùi,417590194720,19/06/1998,0520666959,wbui@example.org,"35 Nguyễn Đường, Thành phố JaneHuyện, 991274",Huyết áp cao,3.87,Quang Phú Lê,31/03/2026
85695f97-180d-4855-855f-fde8bc3e1d19,Hà Văn Mai,734761046000,30/04/1979,0720582831,buijohn@example.com,"1 Phạm Đường, Thành phố JaneQuận, 881630",Tim mạch,11.17,Cô Phương Đặng,24/04/2026
3e3b1a40-ca05-43a2-a553-b15f1ea15b0f,Ông Huy Trần,334952618254,16/01/2000,0991817353,lejohn@example.com,"08 Bùi Làng, JanePhường, 163956",Huyết áp cao,11.94,Quý cô Thành Vũ,15/02/2026
c9df301e-8ef0-4de1-bb4f-19725115d7ee,Minh Hoàng Vũ,564097967815,09/10/1986,0346159261,john69@example.org,"0 Bùi Ngõ, JanePhường, 641623",Tiểu đường,11.08,Linh Phạm,29/03/2026
8aa6b006-436a-4b9d-91c5-6a004bb13407,Hải Hoàng,156171464266,12/12/1986,0836826338,janehoang@example.net,"561 Jane Số, Thị xã JaneHuyện, 793695",Tim mạch,11.09,Duyên Dương,08/05/2026
f013a170-d5cf-4b4c-8b34-fc841111ee29,Cô An Vũ,674705505872,05/12/1949,0780642433,john92@example.net,"4 Dương Số, Thành phố JohnXã, 775056",Tiểu đường,3.8,Trọng Bùi,12/03/2026
e3f342a8-f030-4fd4-be54-898e8eda6433,Khoa Nguyễn,920218557237,15/07/1971,0563033558,wtran@example.org,"5 John Khu, Huyện JohnHuyện, 630799",Khỏe mạnh,5.28,Cô An Trần,02/02/2026
66cc7376-8cca-4963-ae2e-77a4cadec379,Huy Mai,528346800499,02/04/1978,0796636522,qhoang@example.org,"73 Đặng Số, Quận JaneThị xã, 272636",Huyết áp cao,9.21,Nam Tấn Vũ,25/02/2026
2294fa0a-8482-4c08-842c-65ad9883e9b1,Chị Hương Lê,280798337613,23/07/1965,0516030370,duongjane@example.com,"3 John Làng, JohnQuận, 359476",Khỏe mạnh,11.08,Khoa Đặng,19/03/2026
bbf8da91-37a9-4824-aafa-4d5b91ae3d4c,Phúc Trần,255072390658,11/01/2001,0567899189,janenguyen@example.com,"004 Jane Ngõ, JohnQuận, 242635",Tiểu đường,10.61,Hải Hữu Lê,11/01/2026
51beba8e-0a8a-4b94-863d-fcd64e0648d0,Hồng Đặng,906641583278,17/03/1956,0801848323,hoangjane@example.org,"64 Phạm Hẻm, JohnQuận, 535826",Tim mạch,7.77,Hà Bùi,08/04/2026
2160446e-b2a7-4475-8619-67736f3acf33,Khoa Trí Dương,831742589862,03/10/2001,0746691913,janemai@example.com,"57 Lê Ngõ, JaneThành phố, 331595",Khỏe mạnh,11.91,Anh Thành Bùi,08/05/2026
2b54500d-4e08-4bb4-8509-d55806326b36,Dũng Mai,774871222057,16/03/1955,0873716242,phamjane@example.net,"7 Nguyễn Ngõ, Huyện JaneQuận, 688216",Khỏe mạnh,5.81,Bảo Phạm,02/04/2026
bd717da3-3581-4632-94f5-df7005d2d205,Lâm Nguyễn,139676999443,24/07/1970,0809566486,jane68@example.com,"151 Jane Đường, JohnThành phố, 926898",Khỏe mạnh,6.39,Nhật Trần,08/05/2026
637e3f94-110c-4d92-8222-305df1f71605,Huy Thế Đặng,088416045895,15/12/1937,0884581420,phamjohn@example.net,"511 Phạm Đường, Thành phố JohnThành phố, 652954",Tim mạch,10.0,Linh Vũ,18/03/2026
58c69158-04b4-4ac9-a831-7f0dbe9063fb,Nhật Xuân Vũ,490602480088,31/07/2003,0319657898,cduong@example.com,"0 Vũ Khu, JaneXã, 784893",Tim mạch,8.44,Bà Hồng Hoàng,16/04/2026
2379c05f-a708-4280-b4ee-0b6721bbd183,Bà Duyên Mai,179607283494,07/10/1953,0768184646,janemai@example.com,"35 Jane Làng, JaneXã, 387149",Khỏe mạnh,10.55,Phúc Hải Bùi,21/01/2026
c32fc21b-06b4-4d27-af4b-8be821acfdb5,Bảo Thị Lê,501878055543,14/10/1966,0989925501,johnvu@example.org,"345 John Tổ, Quận JohnPhường, 759517",Tiểu đường,4.09,Anh Lê,03/01/2026
69bd40d8-f340-4dd3-8515-75b9ece9504b,Phương Đặng,237371648859,11/05/1944,0548047035,dtran@example.com,"4 Trần Ngõ, Thành phố JaneHuyện, 283028",Tiểu đường,10.39,Tùng Hoàng,11/04/2026
